page,en,zh
78,How can we stay healthy?,我们怎样保持健康？ The boy has a runny nose. 这个男孩在流鼻涕。 He should see a doctor. 他应该去看医生。 Maybe he knows. 也许他知道。
78,How can we stay healthy?,我们怎样保持健康？ The girl has a little cough. 这个女孩有点咳嗽。 She should get enough sleep. 她应该保证充足的睡眠。 Let's switch all the lights off. 让我们把所有的灯都关掉。
78,How can we stay healthy?,我们怎样保持健康？ We shouldn't feel so sad. 我们不应该感到太悲伤。 We should talk about our feelings. 我们应该谈谈我们的感受。 Sharing isn't bad. 分享不是坏事。
78,How can we stay healthy?,我们怎样保持健康？ Don't feel lonely or alone. 不要感到孤独或孤单。 Join after-school teams and clubs. 参加课外团队和俱乐部。 Have fun at school and at home. 在学校和家里都要快乐。
79,🎵 Unit 4,第四单元 🎵 Did they use money well? 他们花钱花得好吗？
79,Simon bought a new computer.,西蒙买了一台新电脑。 He bought a new computer. 他买了一台新电脑。 It was an expensive computer. 那是一台昂贵的电脑。 Did he use his money well? 他花钱花得好吗？
79,Mary bought two schoolbags.,玛丽买了两个书包。 She bought two schoolbags. 她买了两个书包。 Now Mary has three schoolbags. 现在玛丽有三个书包了。 Did she use her money well? 她花钱花得好吗？
79,Anna's got a bank account.,安娜有一个银行账户。 She's got a bank account. 她有一个银行账户。 The bank gives Anna money. 银行给安娜钱。 Did she use her money well? 她花钱花得好吗？
79,David bought a red bike.,大卫买了一辆红色的自行车。 He bought a red bike. 他买了一辆红色的自行车。 David can't ride a bike. 大卫不会骑自行车。 Did he use his money well? 他花钱花得好吗？
79,🎵 Unit 5,第五单元 🎵 In space 在太空中
79,We live on Earth.,我们生活在地球上。 It's a planet in space. 它是太空中的一颗行星。 We go round the Sun. 我们绕着太阳转。 We have our place. 我们有自己的位置。
79,"Space is so big,","太空如此广阔， But you can see, 但你可以看到， So many stars, so very far, 如此多的星星，如此遥远， Through a telescope with me. 和我一起用望远镜观看。"
79,🎵 Unit 6,第六单元 🎵 Helping our planet 帮助我们的星球
79,"We need to use more solar power,","我们需要使用更多的太阳能， Do you know? 你知道吗？ We need to use more water power, 我们需要使用更多的水能， Do you know? 你知道吗？"
79,"We need to use more green power,","我们需要使用更多的绿色能源， Wind, water, sun and heat underground. 风能、水能、太阳能和地热能。 We can help save our planet, 我们可以帮助拯救我们的星球， Do you know? 你知道吗？"
79,"We need to use much less water,","我们需要少用很多水， Do you know? 你知道吗？ We need to turn off lights at night, 我们需要在晚上关灯， Do you know? 你知道吗？"
79,"We need to use more green power,","我们需要使用更多的绿色能源， And less water, plastic and paper. 以及少用水、塑料和纸张。 We can help save our planet, 我们可以帮助拯救我们的星球， Do you know? Do you know? 你知道吗？你知道吗？"
80,"We need to use more green power,","我们需要使用更多的绿色能源， And less water, plastic and paper. 以及少用水、塑料和纸张。 We can help save our planet, 我们可以帮助拯救我们的星球， Do you know? Do you know? 你知道吗？你知道吗？"
